Platform,dummy_HBO,id,title,exclusive,type,dummy_movie,description,release_year,L10Y_vs_old,L10Y_vs_old dummy,release_year_segments,age_certification,age_certification_segments,dummy_mature,dummy_NR,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
Netflix,0,tm130999,Dhoondte Reh Jaaoge,exclusive,MOVIE,1,"Anand Pawar (Kunal Khemu) and Raj Chopra (Paresh Rawal) are perhaps the two most extreme individuals that have walked the city of Mumbai. While Anand is an idealist chartered accountant, Raj is an idle film producer.",2009,Old,0,New,PG,youth,0,0,135,"['comedy', 'drama']",['IN'],,tt1391544,5.6,819,2.528,4.5
Netflix,0,ts224746,Millennials,exclusive,SHOW,0,"Centered around 3 couples lives in Argentina as they deal with life, personal problems, and each other. Three boys work in the same office and each of their girlfriends end up becoming friends. Lies and drama build up and tie all of their lives together in a way.",2018,L10Y,1,New,TV-MA,mature,1,0,35,['drama'],['AR'],3,,,,2.503,8.5
Netflix,0,tm423802,Luciano Mellera: Infantiloide,exclusive,MOVIE,1,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.,2018,L10Y,1,New,PG-13,mature,1,0,66,"['comedy', 'drama', 'crime']",['AR'],,tt7607400,7.5,1517,2.501,7.4
Netflix,0,ts35505,Old Money,exclusive,SHOW,0,"A family, blessed with richness and power, is desperately seeking for a liver for their father, who wants to hand down his wealth to the one who gets the organ.",2015,L10Y,1,New,TV-MA,mature,1,0,47,"['comedy', 'drama', 'european']",['AT'],1,tt3701442,7.3,503,2.488,6.3
Netflix,0,ts188367,Bombay Begums,exclusive,SHOW,0,"From boardrooms to society's margins, five ambitious women from various walks of life navigate dreams, desires and disappointments in modern Mumbai.",2021,L10Y,1,New,TV-MA,mature,1,0,49,['drama'],['IN'],1,tt10238792,5.2,4884,2.475,8.3
Netflix,0,ts287802,Penguin Town,exclusive,SHOW,0,"In a picturesque South African town, an eclectic group of endangered penguins flock together to find mates, raise families and mix with the locals.",2021,L10Y,1,New,TV-G,youth,0,0,30,"['documentation', 'comedy', 'drama', 'family']",['ZA'],1,tt14677850,7.8,848,2.461,7.8
Netflix,0,tm838007,Dolly Kitty and Those Twinkling Stars,exclusive,MOVIE,1,"A disillusioned Delhi wife (Dolly), and her new-in-town cousin (Kitty), navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom.",2019,L10Y,1,New,R,mature,1,0,120,"['drama', 'comedy']",['IN'],,tt9176296,5.5,7580,2.456,5.9
Netflix,0,ts257345,Wild Abandon,exclusive,SHOW,0,"In the haze of a midlife crisis, an architect begins living a double life as a punk while members of his family lead their own crisis-ridden lives.",2022,L10Y,1,New,TV-MA,mature,1,0,51,"['drama', 'comedy']",['TR'],1,tt13317478,7.1,4976,2.448,7.6
Netflix,0,tm360945,Soorma,exclusive,MOVIE,1,"Soorma, a comeback story of the hockey legend Sandeep Singh is a biopic that chronicles the life and times of the famed hockey player.",2018,L10Y,1,New,PG-13,mature,1,0,131,"['drama', 'sport']",['IN'],,tt7690638,7.3,5183,2.446,7.5
HBO Max,1,tm230325,Judgment,exclusive,MOVIE,1,"Fact-based story of a Louisiana priest accused of molesting young parishioners, and of the family of one of his victims, caught between their loyalty to their son and to their Church.",1990,Old,0,New,PG-13,mature,1,0,90,['drama'],['US'],,tt0099904,6.5,350,2.429,6.4
Netflix,0,ts283610,Feels Like Ishq,exclusive,SHOW,0,Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.,2021,L10Y,1,New,TV-MA,mature,1,0,31,"['drama', 'romance', 'comedy']",['IN'],1,tt14163838,6.4,1550,2.428,6
Netflix,0,ts251072,The Underclass,exclusive,SHOW,0,"After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.",2020,L10Y,1,New,TV-MA,mature,1,0,55,['drama'],['TH'],1,tt12665438,6.5,64,2.426,6.7
Netflix,0,tm154729,Dedh Ishqiya,exclusive,MOVIE,1,A team of con men fall for a Begum and her female confidante. Does their love fructify?,2014,L10Y,1,New,R,mature,1,0,148,"['romance', 'thriller', 'comedy', 'drama']",['IN'],,tt2675978,7,7236,2.411,6.5
Netflix,0,tm211571,Niyazi Gül Dörtnala,exclusive,MOVIE,1,"Niyazi, a veterinarian, is on the lookout for a special elixir for animals. What he doesn't yet know is a mobster and his estranged love is also on the lookout for that elixir.",2015,L10Y,1,New,PG,youth,0,0,106,"['comedy', 'drama', 'action']",['TR'],,tt5016660,4.5,3170,2.395,4.2
Netflix,0,ts92405,Hasmukh,exclusive,SHOW,0,"A timid, small-town comedian's long-awaited big break takes a dark turn when he realizes committing murder is the only way to keep his onstage mojo.",2020,L10Y,1,New,TV-MA,mature,1,0,32,"['comedy', 'crime', 'drama']",['IN'],1,tt9359294,5.3,2680,2.372,7
Netflix,0,tm372061,Sudani from Nigeria,exclusive,MOVIE,1,"When a soccer club manager brings one of his injured foreign players home to recuperate, they form an unlikely bond despite their cultural differences.",2018,L10Y,1,New,PG,youth,0,0,123,"['comedy', 'drama', 'sport']",['IN'],,tt7581572,8.2,4159,2.372,7.1
HBO Max,1,tm6907,Without Warning: The James Brady Story,exclusive,MOVIE,1,"In 1981, during the assassination attempt on then President Ronald Reagan, White House Press Secretary James Brady was shot and left paralyzed.",1991,Old,0,New,R,mature,1,0,90,['drama'],['US'],,tt0103275,6.3,254,2.363,6
Netflix,0,ts269740,How To Ruin Christmas,exclusive,SHOW,0,Prodigal daughter Tumi tries to make things right after completely ruining what should have been her sister's picture-perfect Christmas wedding.,2020,L10Y,1,New,TV-MA,mature,1,0,50,"['drama', 'comedy']",['ZA'],2,tt13492362,6,503,2.344,10
Netflix,0,ts85236,Castle and Castle,exclusive,SHOW,0,"Castle & Castle is a law series that follows the story of a married couple, ‘Remi Castle’ and her husband ‘Tega’ – two lawyers who run a successful practice in Lagos. They met 20 years ago when he taught her in law school.",2018,L10Y,1,New,TV-MA,mature,1,0,54,['drama'],['NG'],2,,,,2.336,7.2
Netflix,0,ts288861,Let's Eat,exclusive,SHOW,0,A food-blogging insurance agent encounters a friend from elementary school with a vendetta against him -- but soon becomes her sidekick.,2021,L10Y,1,New,TV-14,mature,1,0,60,"['drama', 'comedy']",['TH'],1,tt15978704,8.2,5,2.334,
Netflix,0,tm197503,Hunterrr,exclusive,MOVIE,1,"An ordinary bachelor pursues girls like a hunter, but not with the intention of settling down in life.",2015,L10Y,1,New,R,mature,1,0,141,"['romance', 'drama', 'comedy']",['IN'],,tt4333674,7,6262,2.332,6.2
HBO Max,1,ts271202,Tuff Money,exclusive,SHOW,0,"After two hapless stoplight technicians make an offhand joke about an imaginary heist, everyone in their small Romanian town suddenly wants a piece of the pie – forcing the pair to make a decision that could change their lives forever.",2020,L10Y,1,New,TV-MA,mature,1,0,48,"['comedy', 'crime', 'drama']",['RO'],1,tt10701038,7.3,814,2.329,6.6
Netflix,0,ts84341,What She Put on the Table,exclusive,SHOW,0,"Based on the life of TV chef Fu Pei-mei, this drama follows two women -- one rich, the other poor -- who fortuitously cross paths in 1950s Taiwan.",2017,L10Y,1,New,TV-14,mature,1,0,85,['drama'],['TW'],1,tt7073222,7.3,30,2.319,1
Netflix,0,tm192301,Minsara Kanavu,exclusive,MOVIE,1,"Priya decides that she wants to be a nun, much to the horror of her father and Thomas, the boy who is in love with her. Thomas decides to enlist the help of Deva to change her mind.",1997,Old,0,New,G,youth,0,0,145,"['comedy', 'romance', 'drama']",['IN'],,tt0274789,6.7,1226,2.316,6.6
Netflix,0,tm855340,Thalaivii,exclusive,MOVIE,1,"The biopic charts the life of actor-turned-chief minister J. Jayalalitha and the relationship paving her rapid yet complicated path to power, who served five terms as the Chief Minister for the Indian state of Tamil Nadu.",2021,L10Y,1,New,G,youth,0,0,153,['drama'],['IN'],,tt10152736,5.9,30621,2.301,5
Netflix,0,ts16117,20 Minutes,exclusive,SHOW,0,An innocent pastrycook Melek gets accused of injuring an important politician's son. Her loving husband Ali wants to help his wife to escape from prison.,2013,L10Y,1,New,TV-MA,mature,1,0,46,"['action', 'drama', 'romance']",['TR'],1,tt2544148,7.1,1730,2.294,8
Netflix,0,tm28024,A Very Special Love,exclusive,MOVIE,1,"Laida Magtalas is a modern-day Belle who works hard to provide for her family while hoping that someday she will meet her prince charming and that they will live happily ever after together. That would-be prince charming is none other than ""Miggy"", the youngest member of the Montenegro clan — a well established family in the business world. Moony Laida's desire to finally meet Miggy leads her to apply as an Editorial Assistant at his newly launched men’s magazine, ""Bachelor"". In spite of the fact that a relationship with Miggy may prove to be a long shot, Laida revels working in such close proximity with the man of her dreams.",2008,Old,0,New,PG,youth,0,0,105,"['comedy', 'drama', 'romance']",['PH'],,tt1243381,6.5,391,2.281,7.3
Netflix,0,ts83450,Close Your Eyes Before It's Dark,exclusive,SHOW,0,"While vacationing at a mountain cabin, a group of longtime friends uncovers an old scandal that could have deadly consequences.",2016,L10Y,1,New,TV-14,mature,1,0,84,"['thriller', 'crime', 'drama']",['TW'],1,tt6506806,7,229,2.265,6.4
Netflix,0,ts103213,Queen Sono,exclusive,SHOW,0,A drama about a secret agent who fights crime while dealing with crises in her personal life.,2020,L10Y,1,New,TV-MA,mature,1,0,43,"['thriller', 'action', 'crime', 'drama']",['ZA'],2,tt9426290,5.9,1240,2.243,7.5
HBO Max,1,tm137735,"Lucía, Lucía",exclusive,MOVIE,1,"Lucia, an children's book author, tells the story of her husband's disappearance. One day on their way to Brazil he just disappears. She goes to the police, gets a ransom note, and makes friends with the old dude downstairs and the young dude upstairs as she tries to find him. Things take a bit of a twist as she realized the kidnapping may not be as simple as it seems on the surface.",2003,Old,0,New,R,mature,1,0,110,"['thriller', 'crime', 'drama', 'romance', 'comedy']","['ES', 'MX']",,tt0314170,6,1051,2.233,4.8
Netflix,0,tm375681,S Storm,exclusive,MOVIE,1,A suspect is killed while the ICAC team is investigating illegal soccer gambling in Hong Kong.,2016,L10Y,1,New,PG-13,mature,1,0,90,"['thriller', 'drama', 'crime', 'action']","['CN', 'HK']",,tt5998744,5.1,721,2.201,5.7
Netflix,0,ts41485,Vanished 46,exclusive,SHOW,0,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.",2016,L10Y,1,New,TV-MA,mature,1,0,63,"['drama', 'action', 'scifi', 'crime', 'thriller']",['TR'],1,tt5606154,8.2,4326,2.184,7.8
Netflix,0,tm432327,C/o Kancharapalem,exclusive,MOVIE,1,"From a schoolboy’s crush to a middle-aged bachelor’s office romance, four love stories spanning age, religion and status unfold in a small Indian town.",2018,L10Y,1,New,PG,youth,0,0,152,['drama'],['IN'],,tt7391996,8.9,6842,2.145,7.6
Netflix,0,tm445153,Njan Prakashan,exclusive,MOVIE,1,"Pining for a lavish life abroad, a lazy but lovable guy next door crafts a scam to avoid a career in nursing and find a wealthy spouse to secure a visa.",2018,L10Y,1,New,G,youth,0,0,125,"['comedy', 'drama']",['IN'],,tt8286926,7.6,4405,2.145,6.8
Netflix,0,ts90648,I Have A Script,exclusive,SHOW,0,"After the death of a loved one, a woman decides to pursue her passion for writing by penning television scripts.",2019,L10Y,1,New,TV-14,mature,1,0,45,['drama'],['KW'],1,,,,2.143,10
Netflix,0,ts251119,Hook,exclusive,SHOW,0,"Despite their fathers' rivalry, two university students form a friendship at a boxing gym as they tackle family drama, romance and personal crises.",2020,L10Y,1,New,TV-MA,mature,1,0,43,"['drama', 'romance', 'sport']",['TH'],1,tt12656690,6.5,25,2.137,6.3
Netflix,0,tm416458,The Insomnia Club,exclusive,MOVIE,1,Three people with insomnia get together at a supermarket where they share their experiences.,2018,L10Y,1,New,PG-13,mature,1,0,84,"['comedy', 'drama']",['MX'],,tt6719840,6.2,501,2.128,6.3
Netflix,0,tm143510,Harishchandrachi Factory,exclusive,MOVIE,1,The movie depicts efforts and struggle by Dadasaheb Falke for creating first motion picture in India - Raja Harishchandra.,2009,Old,0,New,G,youth,0,0,96,"['comedy', 'drama', 'history']",['IN'],,tt1524539,8.4,2498,2.115,7
Netflix,0,tm85369,Hattrick,exclusive,MOVIE,1,"Despite cricket fever running wild, there are two people in India who dislike its influence over their lives. The first is Dr. Satyajit Chavan, who will not permit anyone in his home nor the hospital to view nor hear anything related to it; and the second is Kashmira, who is recently married to Sarabjeet Singh, and hates cricket as her husband is obsessed with it and has even neglected to be attentive leave alone take her for a honeymoon. Then there is Hemandra Patel, located in England for over 10 years, works as an airport Janitor, but has told everyone he is a Customs Officer, is awaiting word on his becoming a Citizen, but his fate rests with Immigration Officer, Cook, who hates all Patels, including Sardar Vallabhai Patel. Watch how the world cup influences them, and the shock that awaits Hemandra when he finds that his daughter is secretly seeing an English-African male by the name of Silver.",2007,Old,0,New,PG,youth,0,0,110,"['drama', 'comedy', 'romance', 'sport']",['IN'],,tt0979891,4.3,495,2.115,5
Netflix,0,ts80313,Bobby Kennedy for President,exclusive,SHOW,0,"Historic footage and leading voices of the era examine the ""Bobby Phenomenon"" of the 1960s and the legacy of the man who helped redefine the country.",2018,L10Y,1,New,TV-MA,mature,1,0,61,"['documentation', 'drama']",['US'],1,tt8200004,8.1,1803,2.09,8.3
HBO Max,1,ts217763,Joint Venture,exclusive,SHOW,0,"Set in a fictional modern-day Sao Paulo, where marijuana has been legalized, this series follows 29-year-old Biriba, a drug dealer who decides to give up his criminal life and enter the legal drug sales industry. Unfortunately for Biriba, going straight is more difficult than he could have imagined.",2019,L10Y,1,New,TV-MA,mature,1,0,53,"['drama', 'crime', 'comedy']",['BR'],1,tt10756754,7.9,415,2.087,9.2
HBO Max,1,ts26966,On Death Row,exclusive,SHOW,0,A two part series on an inside look at a maximum security prison in Texas featuring interviews with death row inmates.,2012,Old,0,New,TV-14,mature,1,0,49,"['documentation', 'drama', 'horror']","['AT', 'GB', 'US']",2,tt8260704,7.9,1195,2.073,7.4
Netflix,0,tm252609,'76,exclusive,MOVIE,1,"Nollywood superstars Ramsey Nouah, Rita Dominic, and Chidi Mokeme headline this gripping drama set against the backdrop of the attempted 1976 military coup against the government of General Murtala Mohammed.",2016,L10Y,1,New,PG-13,mature,1,0,118,"['romance', 'drama']",['NG'],,tt6068284,5.6,227,2.062,7.2
Netflix,0,ts52950,Miss in Kiss,exclusive,SHOW,0,"After an earthquake destroyed Xiang Qin's house, she and her father moved in with the family of her father's college buddy, Uncle Ah Li. To her surprise, the kind and amicable aunt and uncle are the parents of her cold and distant schoolmate Jiang Zhi Shu, a genius with an IQ of 200 whom not too long ago rejected her endless crush on him. Will the close proximity give her a second chance to win Zhi Shu's heart? Or, will her love for him end under his cold words? What happens when there is competition for his heart?",2016,L10Y,1,New,TV-14,mature,1,0,27,"['comedy', 'drama']",['TW'],1,tt6954524,7.7,98,2.05,8
Netflix,0,ts236182,Brews Brothers,exclusive,SHOW,0,"Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos.",2020,L10Y,1,New,TV-MA,mature,1,0,28,"['comedy', 'drama']",['US'],1,tt10930958,5.1,1966,2.033,5.2
Netflix,0,tm167241,Ragini MMS,exclusive,MOVIE,1,"Out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity",2011,Old,0,New,PG-13,mature,1,0,93,"['drama', 'horror', 'thriller']",['IN'],,tt1890513,5.1,2654,2.033,3.8
Netflix,0,tm554110,The CEO,exclusive,MOVIE,1,"Five top-level staff of a company are selected for a retreat where the new CEO of a global company will be chosen. What starts off as cordial soon goes sour as they attempt to outdo one another to be named ""The CEO.""",2016,L10Y,1,New,PG-13,mature,1,0,105,"['drama', 'thriller']",['NG'],,tt5036924,5.6,121,2.017,
Netflix,0,ts55348,QB1: Beyond the Lights,exclusive,SHOW,0,"A 10-part docuseries following high-school quarterbacks, on and off the field, throughout their unforgettable senior seasons.",2017,L10Y,1,New,TV-14,mature,1,0,32,"['drama', 'reality', 'documentation', 'sport']",['US'],3,tt5771332,7.7,905,2.01,7
Netflix,0,tm882606,Sethum Aayiram Pon,exclusive,MOVIE,1,"Meeting after many years, a makeup artist and her grandmother revisit tensions from an old family feud that still hangs heavy between them.",2019,L10Y,1,New,G,youth,0,0,102,"['drama', 'family']",['IN'],,tt8976418,7.2,349,1.974,6
Netflix,0,ts90448,The Hateful Eight: Extended Version,exclusive,SHOW,0,"Trapped at a stagecoach stop as a storm rages outside, two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.",2019,L10Y,1,New,TV-MA,mature,1,0,53,"['crime', 'thriller', 'western', 'drama']",['US'],1,,,,1.96,10
Netflix,0,tm182026,Zokkomon,exclusive,MOVIE,1,"An orphan is abused and abandoned, believed to be dead, and upon his return is first feared as a ghost, and then projected as a superhero.",2011,Old,0,New,PG,youth,0,0,109,"['fantasy', 'drama', 'family', 'action']",['IN'],,tt1605790,4,411,1.927,6.8
Netflix,0,tm436266,Born Racer,exclusive,MOVIE,1,"A powerful and inspirational story of dedication, danger, fear, and the rare ‘will’ some of us have to defy all personal limitations.  Experience the fastest motorsport on earth through the eyes of five-time champion Scott Dixon and the Chip Ganassi Racing team. Filmed with an access all areas lens, ‘Born Racer’ follows the people who are passionate about the world of auto racing and asks why some individuals feel compelled to face danger and risk their lives in order to win.  Both action-packed and highly-intimate, it features an intense blend of up close and personal filming with never-before-seen spectacular, cutting-edge racing footage to explore a sport that defines the very people who inhabit it, and pushes them to the edge in their desire for success.",2018,L10Y,1,New,R,mature,1,0,88,"['action', 'drama', 'documentation']",['NZ'],,tt6936350,6.1,262,1.917,7.7
Netflix,0,tm148041,What's Your Raashee?,exclusive,MOVIE,1,"What's Your Raashee? Yogesh Patel, a young man in a hurry. Yogesh must find his dream girl within 10 days to save his family from utter ruin. Finding the dream girl is tough enough. Finding her in a hurry is even tougher.",2009,Old,0,New,PG-13,mature,1,0,192,"['comedy', 'drama', 'romance']",['IN'],,tt1242530,4.8,2732,1.912,4.9
Netflix,0,ts75263,Wormwood,exclusive,SHOW,0,"In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",2017,L10Y,1,New,TV-14,mature,1,0,43,"['crime', 'documentation', 'drama', 'fantasy']",['US'],1,tt1149367,7,4239,1.898,6.2
Netflix,0,ts82887,The Could've-Gone-All-the-Way Committee,exclusive,SHOW,0,People bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not.,2018,L10Y,1,New,TV-14,mature,1,0,24,"['comedy', 'drama']",['JP'],1,tt8499662,6.8,104,1.875,6.5
Netflix,0,ts329885,Standing Up,exclusive,SHOW,0,"From odd jobs to the hunt for viral fame, making a career in stand-up comedy isn't easy, but four friends risk everything to make the world laugh.",2022,L10Y,1,New,TV-MA,mature,1,0,47,"['comedy', 'drama']",['FR'],1,tt18260550,7.4,939,1.854,5.6
HBO Max,1,tm827052,La Afinadora de Árboles,exclusive,MOVIE,1,"Clara receives the world prize for children's literature. To find some peace, she moves with her family to the countryside.",2019,L10Y,1,New,PG,youth,0,0,101,"['comedy', 'drama']","['MX', 'AR']",,tt10815036,6.4,35,1.851,6.8
Netflix,0,ts241460,Whispers,exclusive,SHOW,0,"When suspicions grow around the death of their patriarch, an affluent family begin to peel back the truth as dark secrets come to light.",2020,L10Y,1,New,TV-PG,youth,0,0,42,"['thriller', 'drama']",['SA'],2,,,,1.835,8.3
Netflix,0,tm144541,Refugiado,exclusive,MOVIE,1,"7 year old Matías returns home from a friend’s birthday party to find his mother, Laura, unconscious on the floor. When she recovers her senses they decide to leave home and rush to a shelter for abused women where they spend 48 hours before Laura decides to rebuild her life somewhere else. Through the eyes of Matías we will discover their escape in a city where everything Matías once knew feels dangerous and foreign until Laura finds a secure place to raise her son.",2014,L10Y,1,New,R,mature,1,0,95,"['thriller', 'drama', 'european']",['AR'],,tt3717390,6.4,373,1.835,6.2
Netflix,0,tm52176,Welcome to Sajjanpur,exclusive,MOVIE,1,"Mahadev (Shreyas Talpade) is an unemployed graduate with a Bachelor of Arts from Satna college, who is forced to make a living writing letters for the uneducated people of his village. His real ambition is to become a novel writer. Through his humble occupation, Mahadev has the potential to impact numerous lives. The movie is a satirical, but warm-hearted portrait of life in rural India.",2008,Old,0,New,PG,youth,0,0,134,"['comedy', 'drama']",['IN'],,tt1221139,6.9,3259,1.823,5.6
Netflix,0,ts86978,Power Rangers Beast Morphers,exclusive,SHOW,0,"Set in the future, a secret agency combines a newly discovered substance called ""Morph-X"" with animal DNA to create the Power Rangers Beast Morphers team. The Rangers must fight off an evil sentient computer virus bent on taking over the source of all Ranger power, the Morphin Grid itself.",2019,L10Y,1,New,TV-Y7,youth,0,0,22,"['action', 'animation', 'scifi', 'thriller', 'comedy', 'drama', 'fantasy']",['ES'],2,tt8022978,6.5,602,1.802,9.7
Netflix,0,ts39465,Yours Fatefully,exclusive,SHOW,0,"Yours Fatefully is a Singaporean Chinese drama which was telecasted on Singapore's free-to-air channel, MediaCorp Channel 8. It will make its debut on 29 May 2012. This drama serial consists of 20 episodes, and will be screened on every weekday night at 9:00 pm.",2012,Old,0,New,TV-14,mature,1,0,44,"['drama', 'comedy', 'romance']",['SG'],1,tt7131690,6.7,15,1.796,6
Netflix,0,ts204466,Pecados capitales,exclusive,SHOW,0,Evaristo Salinas is a successful businessman in his old age but knows he will die and decides to build a game between his family to see who is worthy of his inheritance. Each member of the Salinas family will be a cardinal sin.,2002,Old,0,New,TV-MA,mature,1,0,0,"['romance', 'comedy', 'drama']",['CO'],1,tt0355119,8.5,195,1.791,
Netflix,0,tm833382,Keeping the Bees,exclusive,MOVIE,1,"Ayşe returns to her hometown in northeastern Turkey to nurse her gravely ill mother. Before she dies, Ayse’s mother tells her that she will leave Ayse her much loved bee hives to manage. Ayse’s modern life has moved her away from the mountains of her childhood – a life in which the bees and their honey were central. But she puts her city life on hold to manage the bees, which provide a distraction from her grief. Ayse slowly starts to work with the local bee keeper to manage the hives but finds the lessons of her childhood are buried deep and the hives are more difficult to manage than she remembers. Ayse’s failure to pay needful attention to local advice sees her mothers bee hives seriously damaged, if not lost forever. What’s more a Caucasian bear becomes a real threat to her hives and her life.",2019,L10Y,1,New,PG-13,mature,1,0,93,['drama'],['TR'],,tt12285116,5.8,834,1.779,6
Netflix,0,ts69208,"Love, Now",exclusive,SHOW,0,"Love, Now is a 72 episode Taiwanese idol romance drama television series created and developed by SETTV. It stars Annie Chen, George Hu as the main leads and Bobby Dou, Harry Chang from Taiwanese band Da Mouth and Vivi Lee as the supporting leads. The drama is set to debut on SETTV and ETTV on 31 October 2012. It ended its last episode on 5 March 2013 with 72 episodes",2012,Old,0,New,TV-Y,youth,0,0,45,['drama'],['TW'],1,tt6273116,7.5,124,1.774,6.5
Netflix,0,ts81632,A House of Blocks,exclusive,SHOW,0,"Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.",2017,L10Y,1,New,TV-MA,mature,1,0,85,"['drama', 'horror']",['TW'],1,tt7053684,2.3,137,1.772,8.3
Netflix,0,ts90640,The Writer,exclusive,SHOW,0,"When accused of a murder eerily parallel to a plot in his novel, a best-selling crime writer must navigate a web of hidden enemies.",2019,L10Y,1,New,TV-14,mature,1,0,37,"['drama', 'crime']",['LB'],1,tt10312958,8.2,32,1.771,10
Netflix,0,ts60663,The In-Laws,exclusive,SHOW,0,"The In-Laws is a Singaporean Chinese drama which was telecasted on Singapore's free-to-air channel, MediaCorp Channel 8. It made its debut on 12 April 2011 and will end on 30 May 2011. This drama serial consists of 35 episodes, and was screened on every weekday night at 9.00 pm. It is currently encoring from 1 February 2012 to 20 March 2012.

It stars the award-winning veteran Hong Kong actress Louise Lee who also acted in the locally produced Portrait of Home back in 2005.

The series title 麻婆斗妇 is a play on a spicy tofu and beef dish from Sichuan called ""Pockmarked Lady's Beancurd"".",2011,Old,0,New,TV-14,mature,1,0,44,"['family', 'drama']",['SG'],1,tt12199688,,,1.771,
Netflix,0,ts32752,Two Fathers,exclusive,SHOW,0,"Seven years ago, two men were notified that the women they both dated had disappeared after giving birth to a baby girl. Not knowing who the father was, the two bachelors decided to raise the baby together. Tang Xiang Xi, the smooth-talking lawyer, and Wen Zhen Hua, the sensitive florist, and the young Tang Wen Di make up a non-traditional family. Their unique living arrangement attracts the attention of the girl's pigheaded teacher and their reclusive next door neighbor.",2013,L10Y,1,New,TV-14,mature,1,0,44,"['comedy', 'drama']",['TW'],1,tt6707142,8,59,1.762,7
Netflix,0,ts82419,Zac & Mia,exclusive,SHOW,0,"""Zac and Mia"", based on the novel by A.J. Betts, about 2 teens battling cancer in the same hospital. In the real world, Zac and Mia would have pretty much nothing in common, but in the hospital, where they're the only 2 teens on the ward, they develop an unbreakable bond. If cancer is the variable that changed everything, the only constant is their ever-deepening need for one another.",2017,L10Y,1,New,TV-14,mature,1,0,20,['drama'],['US'],2,tt7487358,7.8,628,1.741,8
HBO Max,1,tm166961,Empire Falls,exclusive,MOVIE,1,"A decaying New England town is the backdrop for its unique citizens, lead by unassuming restaurant manager Miles Roby.",2005,Old,0,New,PG-13,mature,1,0,197,"['drama', 'romance', 'thriller']",['US'],,,,,1.732338,6.5
Netflix,0,tm993435,Cousins,exclusive,MOVIE,1,"Separated as children, three cousins with an unshakable bond confront their painful pasts and embark on an emotional journey to find each other.",2021,L10Y,1,New,R,mature,1,0,98,['drama'],['NZ'],,tt10483044,6.9,503,1.706,7.3
Netflix,0,ts75320,A Boy Named Flora A,exclusive,SHOW,0,A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.,2017,L10Y,1,New,TV-MA,mature,1,0,89,"['drama', 'comedy']",['TW'],2,tt6284014,7.9,323,1.699,7
Netflix,0,tm430748,Neevevaro,exclusive,MOVIE,1,"As Kalyan, a blind chef and Vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, Vennela goes missing. Series of unexpected and shocking events follow.",2018,L10Y,1,New,PG,youth,0,0,130,"['thriller', 'action', 'drama', 'romance']",['IN'],,tt8571410,6.9,809,1.677,6.5
Netflix,0,ts56544,Bibik Bibikku,exclusive,SHOW,0,Romantic comedy drama about Dr. Hanafi family living in the city and the ills of their maids who come from all over the country.,2016,L10Y,1,New,TV-PG,youth,0,0,40,"['drama', 'comedy']",['MY'],1,,,,1.674,
Netflix,0,tm224255,Very Big Shot,exclusive,MOVIE,1,A dark comedy about brothers running a drug-dealing business out of their takeout pizzeria.,2015,L10Y,1,New,R,mature,1,0,107,"['action', 'drama', 'thriller', 'crime']","['QA', 'LB']",,tt4971824,6.9,1405,1.669,6.7
Netflix,0,ts285724,2020,exclusive,SHOW,0,"Seeking revenge, a woman goes to the village where her brother was killed, but her ride becomes bumpy when she finds herself falling in love.",2021,L10Y,1,New,TV-14,mature,1,0,45,"['drama', 'crime', 'thriller']",['LB'],2,tt13377006,7.9,371,1.63,9.5
